antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'PLEASE ONE PERSON METAL SIGN'}),frozenset({'HAND OVER THE CHOCOLATE   SIGN'}),0.040920336467095496,0.03344878772884711,0.01251855517070757,0.3059250302297461,9.146072279501729,1.0,0.011149819522426692,1.3925746560073928,0.9286647216837052,0.2024,0.28190564456553535,0.3400926926296659
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.03211281543790203,0.026966848095002473,0.016476991588322613,0.5130970724191063,19.026957492825943,1.0,0.015611010172505858,1.9984130240074156,0.9788775023169992,0.3867595818815331,0.4996029409402562,0.5620531233655164
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.026966848095002473,0.03211281543790203,0.016476991588322613,0.6110091743119266,19.02695749282594,1.0,0.015611010172505858,2.488200545218601,0.9737006266373163,0.3867595818815331,0.5981031344432307,0.5620531233655164
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.027362691736763978,0.026966848095002473,0.014101929737753587,0.515370705244123,19.11126963850225,1.0,0.013364044186217894,2.0077885559830735,0.974335288799401,0.3505535055350553,0.5019395857098259,0.5191532425303184
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.026966848095002473,0.027362691736763978,0.014101929737753587,0.5229357798165137,19.111269638502247,1.0,0.013364044186217894,2.038797434628706,0.9739389154299428,0.3505535055350553,0.5095147840510629,0.5191532425303184
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.03211281543790203,0.018357248886689756,0.010242454230578922,0.3189522342064715,17.37472952375415,1.0,0.009652951285133021,1.4413713698473718,0.9737138400450269,0.2546125461254613,0.30621627366867227,0.43845185834312794
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER OWL DESIGN'}),0.018357248886689756,0.03211281543790203,0.010242454230578922,0.5579514824797844,17.374729523754148,1.0,0.009652951285133021,2.189549667515478,0.9600693797631318,0.2546125461254613,0.5432850805642065,0.43845185834312794
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.027758535378525483,0.050816427511133105,0.018208807521029192,0.6559714795008912,12.908650049379757,1.0,0.01679821792015113,2.7590258246956174,0.9488718587293967,0.301639344262295,0.6375532294590528,0.507148349292802
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.050816427511133105,0.027758535378525483,0.018208807521029192,0.3583252190847127,12.908650049379757,1.0,0.01679821792015113,1.515162343196137,0.9719221786046977,0.301639344262295,0.3400047166625296,0.507148349292802
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.027758535378525483,0.04784760019792182,0.01632855022266205,0.5882352941176471,12.29393515420646,1.0,0.015000370919790493,2.312370113805047,0.9448877805486284,0.2754590984974959,0.5675432777694563,0.4647484640184926
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.04784760019792182,0.027758535378525483,0.01632855022266205,0.34126163391933817,12.29393515420646,1.0,0.015000370919790493,1.4759144368743577,0.9648235722080756,0.2754590984974959,0.322453947860442,0.4647484640184926
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.027758535378525483,0.037555665512122714,0.013409203364670955,0.4830659536541889,12.862665248156992,1.0,0.012366713094888626,1.8618319711989624,0.9485870007562612,0.2583412774070543,0.4628946030204698,0.4200573510036425
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.037555665512122714,0.027758535378525483,0.013409203364670955,0.35704874835309613,12.862665248156993,1.0,0.012366713094888626,1.5121542451797114,0.9582430711973563,0.2583412774070543,0.3386918013240406,0.4200573510036425
"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE RED'})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.018208807521029192,0.04784760019792182,0.012716476991588323,0.6983695652173914,14.595707252371746,1.0,0.011845229249241206,3.1566854335780614,0.9487625392350542,0.23840445269016694,0.6832120206331382,0.4820699946045592
"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE RED'}),0.01632855022266205,0.050816427511133105,0.012716476991588323,0.7787878787878788,15.325514148298957,1.0,0.01188671840283652,4.290829848237344,0.9502657971173343,0.23363636363636361,0.7669448485796294,0.5145156531232481
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.03132112815437902,0.027758535378525483,0.012716476991588323,0.4060031595576619,14.626245730232348,1.0,0.011847048347619663,1.6367788486845567,0.961752942436819,0.2742796157950907,0.389043913413423,0.43205683824585417
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})",0.027758535378525483,0.03132112815437902,0.012716476991588323,0.45811051693404636,14.62624573023235,1.0,0.011847048347619663,1.7875948917940572,0.9582287828431779,0.2742796157950907,0.44058913762257124,0.43205683824585417
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.03211281543790203,0.027362691736763978,0.015338941118258289,0.4776579352850539,17.456540455896818,1.0,0.01446024804863138,1.8620696550526257,0.9739925229760996,0.3475336322869955,0.4629631618309477,0.5191182985647693
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.027362691736763978,0.03211281543790203,0.015338941118258289,0.5605786618444847,17.456540455896818,1.0,0.01446024804863138,2.2026403829746513,0.9692357807364035,0.3475336322869955,0.5459994251764754,0.5191182985647693
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.021523998020781792,0.050816427511133105,0.014596734289955468,0.6781609195402298,13.345308845090598,1.0,0.013502961604782638,2.949248957376122,0.9454164434635411,0.2527849185946872,0.6609306252363053,0.48270266035434084
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.021523998020781792,0.04784760019792182,0.013310242454230578,0.6183908045977011,12.924175967858883,1.0,0.01228037080227135,2.4950981561078556,0.942921058939087,0.23742277140335388,0.5992141641594106,0.4482853712750656
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.021523998020781792,0.037555665512122714,0.010341415141019297,0.48045977011494245,12.793270031650838,1.0,0.009533067070867225,1.852492413726666,0.942111916960543,0.21218274111675126,0.460186723254485,0.377911044477761
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),0.03132112815437902,0.021523998020781792,0.010143493320138546,0.32385466034755134,15.046213070400029,1.0,0.00946933741973504,1.4471385730206663,0.9637229850359494,0.2375434530706837,0.30898117247150503,0.39755951408182166
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE ORANGE'})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.014596734289955468,0.04784760019792182,0.010143493320138546,0.6949152542372882,14.523513224545598,1.0,0.00944507461363746,3.1209439771290346,0.9449391621709337,0.19394512771996214,0.6795841234805173,0.4534555588663173
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE ORANGE'})",frozenset({'ALARM CLOCK BAKELIKE RED'}),0.013310242454230578,0.050816427511133105,0.010143493320138546,0.7620817843866172,14.996760333450373,1.0,0.009467114349307531,3.9895372031172704,0.9459092126651671,0.18790100824931252,0.749344360238416,0.48084615022641475
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})",0.021523998020781792,0.03132112815437902,0.010143493320138546,0.471264367816092,15.04621307040003,1.0,0.00946933741973504,1.8320665619688918,0.954073571582745,0.2375434530706837,0.4541683032928037,0.39755951408182166
frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.037555665512122714,0.041365660564077186,0.015091538842157347,0.4018445322793148,9.714447365269082,1.0,0.013538023930324859,1.6026508009512452,0.9320648523275384,0.2364341085271318,0.37603375644497533,0.38333853408224117
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),0.041365660564077186,0.037555665512122714,0.015091538842157347,0.36483253588516745,9.714447365269082,1.0,0.013538023930324859,1.5152607601353396,0.9357692496450372,0.2364341085271318,0.34004758368409,0.38333853408224117
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.03176645225136071,0.041365660564077186,0.018901533894111824,0.5950155763239875,14.384288035296397,1.0,0.017587493612957073,2.3670894073763935,0.96100750022475,0.34854014598540145,0.5775402496907085,0.5259766876835248
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.041365660564077186,0.03176645225136071,0.018901533894111824,0.4569377990430622,14.384288035296398,1.0,0.017587493612957073,1.7829146385856,0.9706304719932851,0.34854014598540145,0.43912065201657235,0.5259766876835248
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),0.03176645225136071,0.037555665512122714,0.011133102424542306,0.3504672897196262,9.331941930479111,1.0,0.009940092169283387,1.4817488315137102,0.9221340964840558,0.1913265306122449,0.32512178938016795,0.3234549887333309
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'HOT WATER BOTTLE KEEP CALM'}),0.03176645225136071,0.03814943097476497,0.010638297872340425,0.33489096573208726,8.778400022627086,1.0,0.009426425794863972,1.4461547197053888,0.9151552606058301,0.17946577629382301,0.3085110559928743,0.30687479544710716
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.07624938149430975,0.056754082137555666,0.027362691736763978,0.35885788449059053,6.323032123413108,1.0,0.023035228076498104,1.4711963152085292,0.9113369030886121,0.25901639344262295,0.3202810599357307,0.42049258653474597
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.056754082137555666,0.07624938149430975,0.027362691736763978,0.48212728857890147,6.323032123413107,1.0,0.023035228076498104,1.7837406724343883,0.8925011091518281,0.25901639344262295,0.43938039006800567,0.42049258653474597
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.06234537357743691,0.056754082137555666,0.02508659079663533,0.4023809523809524,7.089903267322622,1.0,0.02154823634372488,1.578339782877397,0.9160668842016517,0.2668421052631579,0.3664228635376933,0.42220181010503594
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.056754082137555666,0.06234537357743691,0.02508659079663533,0.4420226678291195,7.089903267322622,1.0,0.02154823634372488,1.6804529007916875,0.9106367022830247,0.2668421052631579,0.40492232806472317,0.42220181010503594
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.031271647699158835,0.056754082137555666,0.01553686293913904,0.4968354430379746,8.754179863816448,1.0,0.013762069277044275,1.8746271071983172,0.9143624749735338,0.21433447098976108,0.46656057828240394,0.38529653581715645
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.02508659079663533,0.07624938149430975,0.01553686293913904,0.6193293885601577,8.122418522258785,1.0,0.013624025907094751,2.426640225815466,0.8994480455141008,0.18108419838523643,0.5879075977717493,0.41154658915353765
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.027362691736763978,0.06234537357743691,0.01553686293913904,0.5678119349005425,9.10752317804759,1.0,0.013830925700726244,2.169552336450533,0.9152442088829801,0.209472981987992,0.5390754197540877,0.40850914205344585
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.07624938149430975,0.05309252845126175,0.0293419099455715,0.3848150551589877,7.248007702481958,1.0,0.02529363748919375,1.5392240650386138,0.933185899341479,0.29341909945571504,0.350322007878097,0.468735579769615
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05309252845126175,0.07624938149430975,0.0293419099455715,0.5526561043802424,7.248007702481958,1.0,0.02529363748919375,2.064967528451262,0.9103646106916482,0.29341909945571504,0.5157308837926348,0.468735579769615
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.05309252845126175,0.056754082137555666,0.020979713013359724,0.3951537744641193,6.962561274559591,1.0,0.017966495292746302,1.5594805390853665,0.9043911034733664,0.23608017817371937,0.35876083417719407,0.38240687851366384
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.056754082137555666,0.05309252845126175,0.020979713013359724,0.36965998256320837,6.962561274559591,1.0,0.017966495292746302,1.502216970769575,0.9079018280003047,0.23608017817371937,0.3343171995402854,0.38240687851366384
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05309252845126175,0.10212765957446808,0.017763483424047502,0.33457595526561046,3.2760562286424357,1.0,0.012341267752429282,1.3493235592109183,0.7337094222963202,0.1292296616270698,0.25888791226264674,0.2542550318963711
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.06234537357743691,0.05309252845126175,0.026472043542800593,0.4246031746031746,7.997418600866877,1.0,0.02316197002233598,1.645659881588152,0.9331363894163194,0.2975528364849833,0.39234102308251867,0.4616026124646814
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05309252845126175,0.06234537357743691,0.026472043542800593,0.49860205032618826,7.997418600866877,1.0,0.02316197002233598,1.8700806954487181,0.9240181104373335,0.2975528364849833,0.46526371699695324,0.4616026124646814
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05601187530925285,0.05309252845126175,0.02454230578921326,0.4381625441696113,8.2528098953102,1.0,0.02156849370574823,1.6853761914986976,0.9309747927861513,0.29022820362785257,0.40666065828854286,0.45020895148834716
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05309252845126175,0.05601187530925285,0.02454230578921326,0.46225535880708296,8.2528098953102,1.0,0.02156849370574823,1.7554579857767276,0.9281045669004647,0.29022820362785257,0.4303480868797121,0.45020895148834716
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05333993072736269,0.05309252845126175,0.020435428005937655,0.38311688311688313,7.216022560850147,1.0,0.01760347621620682,1.5349868486158496,0.9099565197362125,0.23762945914844652,0.34852862035806076,0.38400951331985816
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.05309252845126175,0.05333993072736269,0.020435428005937655,0.3849021435228332,7.216022560850147,1.0,0.01760347621620682,1.5390397792871817,0.9097187717820566,0.23762945914844652,0.3502442149590455,0.38400951331985816
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.0293419099455715,0.056754082137555666,0.014200890648193963,0.4839797639123103,8.52766436675483,1.0,0.012535617481070236,1.8279242787334296,0.909418677784095,0.1975223675154852,0.4529313869101291,0.3670988619038448
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.027362691736763978,0.05309252845126175,0.014200890648193963,0.5189873417721519,9.775148347824036,1.0,0.012748136158656716,1.968570796114482,0.9229542755823346,0.21433905899925318,0.4920172533424878,0.3932308563473993
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.020979713013359724,0.07624938149430975,0.014200890648193963,0.6768867924528301,8.877275843914145,1.0,0.012601200506997163,2.8589070236964425,0.9063681743083045,0.1710369487485101,0.6502159770459959,0.4315647459992898
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.026472043542800593,0.056754082137555666,0.012963879267689262,0.4897196261682243,8.62880003911056,1.0,0.011461482734112207,1.8484855899502115,0.9081496066810868,0.18450704225352113,0.45901661044220804,0.3590707982628393
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.02508659079663533,0.05309252845126175,0.012963879267689262,0.5167652859960552,9.73329583409159,1.0,0.01163196873207374,1.9595187268375929,0.9203482788105659,0.19878603945371773,0.4896706082447758,0.38047024784425315
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.020979713013359724,0.06234537357743691,0.012963879267689262,0.6179245283018867,9.911313267445342,1.0,0.011655891222323935,2.454108404957819,0.9183723860575331,0.1842475386779184,0.5925200378354157,0.41293051811919734
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.02454230578921326,0.056754082137555666,0.012864918357248886,0.5241935483870968,9.236226340804905,1.0,0.011472042318642869,1.9824151494058153,0.9141664260463084,0.18799710773680406,0.4955647911085991,0.37543591979075847
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.023651657595249877,0.05309252845126175,0.012864918357248886,0.5439330543933054,10.245001891228986,1.0,0.011609192053453581,2.0762466577995267,0.9242515086778214,0.20139426800929514,0.518361656962361,0.3931221655936704
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG CARS BLUE'}),0.020979713013359724,0.05601187530925285,0.012864918357248886,0.6132075471698113,10.947813187545835,1.0,0.011689805287920673,2.4405546638346145,0.9281294466172664,0.20061728395061726,0.5902570776969224,0.4214447629841989
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.0293419099455715,0.10212765957446808,0.011232063334982683,0.38279932546374373,3.748243395165824,1.0,0.008235442744796657,1.4547494477386351,0.7553724305022683,0.09341563786008232,0.31259640513734493,0.24638997280939126
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.02835230084116774,0.05309252845126175,0.011232063334982683,0.3961605584642234,7.461700733049352,1.0,0.009726767995914251,1.5681444543278238,0.8912513216195534,0.15997181113460182,0.3623036466824452,0.3038584712172002
"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.017763483424047502,0.07624938149430975,0.011232063334982683,0.6323119777158774,8.292683367707905,1.0,0.009877608710714638,2.512321757905627,0.8953156966537268,0.13568439928272563,0.60196181207552,0.3898094606295156
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.031271647699158835,0.05309252845126175,0.01751608114794656,0.560126582278481,10.55000766807838,1.0,0.015855790302761137,2.1526817338805846,0.9344346502155942,0.26202812731310143,0.5354631461487224,0.44502135264902615
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.026472043542800593,0.07624938149430975,0.01751608114794656,0.6616822429906541,8.67787029905329,1.0,0.01549760420091758,2.7304230988980343,0.9088227481891472,0.20557491289198604,0.6337563946028776,0.44570160170298445
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0293419099455715,0.06234537357743691,0.01751608114794656,0.596964586846543,9.575122460451297,1.0,0.015686748810914395,2.326481981040083,0.9226345533923793,0.2361574382921948,0.5701664538347564,0.43895848389946196
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT'})",0.05309252845126175,0.031271647699158835,0.01751608114794656,0.3299161230195713,10.55000766807838,1.0,0.015855790302761137,1.4456822281207269,0.9559681027287926,0.26202812731310143,0.30828505701427805,0.44502135264902615
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.02454230578921326,0.07624938149430975,0.015635823849579417,0.6370967741935484,8.35543530593875,1.0,0.013764488212707688,2.5454461487712354,0.9024660236316028,0.18361417780360256,0.607141561221898,0.4210792112369429
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.026966848095002473,0.05309252845126175,0.015635823849579417,0.5798165137614679,10.920868353326437,1.0,0.014204085699854645,2.253557082943504,0.93360867312291,0.24270353302611372,0.5562570801650868,0.43715895585557085
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG CARS BLUE'}),0.0293419099455715,0.05601187530925285,0.015635823849579417,0.5328836424957842,9.513761850565194,1.0,0.01399232844837274,2.0208843246989643,0.9219406056359022,0.22427253371185238,0.5051671252143726,0.4060177929793409
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.025630875804057398,0.05309252845126175,0.015190499752597723,0.5926640926640926,11.162853040765436,1.0,0.01382969174974005,2.3246354040864756,0.9343657802470753,0.23909657320872274,0.569825015035863,0.43938889628544797
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG CARS BLUE'}),0.026472043542800593,0.05601187530925285,0.015190499752597723,0.5738317757009346,10.244823486674813,1.0,0.013707750950497265,2.215059853989253,0.9269273909498406,0.22573529411764706,0.5485449306486994,0.42251659456424817
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.02454230578921326,0.06234537357743691,0.015190499752597723,0.6189516129032258,9.927787378392216,1.0,0.01366040052971753,2.460723252410536,0.9218981269284316,0.21187025534851622,0.5936154140777938,0.4313012032770097
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.015190499752597723,0.07624938149430975,0.010984661058881741,0.7231270358306189,9.48371018438469,1.0,0.0098263948481567,3.336369880955846,0.9083543926783639,0.13653136531365315,0.700273040555831,0.4335946665201115
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.01578426521523998,0.05309252845126175,0.010984661058881741,0.6959247648902821,13.107772132742406,1.0,0.010146634508859352,3.1140565301448193,0.9385232852378799,0.1897435897435897,0.6788754506156974,0.45141065830721
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG CARS BLUE'}),0.01751608114794656,0.05601187530925285,0.010984661058881741,0.6271186440677966,11.19617296520333,1.0,0.010003552505716204,2.5316045162160945,0.9269197682775442,0.17563291139240506,0.6049935945387446,0.4116158591363718
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.015635823849579417,0.06234537357743691,0.010984661058881741,0.7025316455696202,11.26838456901748,1.0,0.010009839779788714,3.1521155526545734,0.9257306970185225,0.1639586410635155,0.6827527470692362,0.4393610608800482
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})","frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})",0.025630875804057398,0.0293419099455715,0.010984661058881741,0.42857142857142855,14.60611900746808,1.0,0.010232602209212962,1.69865165759525,0.9560396777032975,0.249718785151856,0.41129778107909315,0.40146952541556247
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})","frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})",0.026472043542800593,0.026966848095002473,0.010984661058881741,0.41495327102803736,15.387533224727772,1.0,0.010270793481898747,1.663171681371162,0.9604370571333724,0.25874125874125875,0.398739161326043,0.4111463602846609
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT'})","frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",0.031271647699158835,0.02454230578921326,0.010984661058881741,0.3512658227848101,14.312665884034299,1.0,0.010217182718516437,1.5036323481493103,0.9601575219105098,0.24503311258278143,0.3349438104129559,0.39942323397305024
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})","frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT'})",0.02454230578921326,0.031271647699158835,0.010984661058881741,0.4475806451612903,14.312665884034299,1.0,0.010217182718516437,1.7536104479606467,0.9535337305449915,0.24503311258278143,0.4297479231131717,0.39942323397305024
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})","frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})",0.026966848095002473,0.026472043542800593,0.010984661058881741,0.4073394495412844,15.387533224727772,1.0,0.010270793481898747,1.6426400503689587,0.9609254563487974,0.25874125874125875,0.391223902171759,0.4111463602846609
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})","frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",0.0293419099455715,0.025630875804057398,0.010984661058881741,0.37436762225969644,14.60611900746808,1.0,0.010232602209212962,1.5574147995908192,0.9596948225178842,0.249718785151856,0.35791030092771003,0.40146952541556247
