support,itemsets
0.010737258782780802,frozenset({'ANTIQUE GLASS PEDESTAL BOWL'})
0.022909450766947056,frozenset({'DOORMAT SPOTTY HOME SWEET HOME'})
0.01682335477486393,frozenset({'T-LIGHT GLASS FLUTED ANTIQUE'})
0.012716476991588323,frozenset({'SMALL HANGING IVORY/RED WOOD BIRD'})
0.01152894606630381,frozenset({'PAPER BUNTING COLOURED LACE'})
0.010737258782780802,frozenset({'HEART WOODEN CHRISTMAS DECORATION'})
0.030430479960415636,frozenset({'DOORMAT UNION FLAG'})
0.019742701632855023,frozenset({'DOORMAT ENGLISH ROSE'})
0.018505690252350323,frozenset({'3 HOOK PHOTO SHELF ANTIQUE WHITE'})
0.014299851558634339,frozenset({'GRAND CHOCOLATECANDLE'})
0.013854527461652647,frozenset({'RED GINGHAM ROSE JEWELLERY BOX'})
0.025878278080158336,frozenset({'JUMBO BAG TOYS'})
0.05086590796635329,frozenset({'RED RETROSPOT CHARLOTTE BAG'})
0.043295398317664525,frozenset({'CHARLOTTE BAG SUKI DESIGN'})
0.040920336467095496,frozenset({'WOODLAND CHARLOTTE BAG'})
0.03894111825828798,frozenset({'PAPER BUNTING RETROSPOT'})
0.03651657595249876,frozenset({'CHARLOTTE BAG PINK POLKADOT'})
0.03503216229589312,frozenset({'DOTCOM POSTAGE'})
0.029886194952993567,frozenset({'HOT BATHS METAL SIGN'})
0.026422563087580404,frozenset({'POTTERING IN THE SHED METAL SIGN'})
0.02607619990103909,frozenset({'SUKI  SHOULDER BAG'})
0.02558139534883721,frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'})
0.024938149430974766,frozenset({'SWEETHEART CERAMIC TRINKET BOX'})
0.024839188520534388,frozenset({'SET OF 72 PINK HEART PAPER DOILIES'})
0.02384957941613063,frozenset({'PINK FAIRY CAKE CHILDRENS APRON'})
0.021919841662543297,frozenset({'RED RETROSPOT BOWL'})
0.021870361207323108,frozenset({'BEWARE OF THE CAT METAL SIGN'})
0.02078179119247897,frozenset({'FLORAL FOLK STATIONERY SET'})
0.020732310737258782,"frozenset({'SET 3 RETROSPOT TEA,COFFEE,SUGAR'})"
0.02053438891637803,frozenset({'SET OF 6 RIBBONS VINTAGE CHRISTMAS'})
0.020336467095497277,frozenset({'VINTAGE CREAM DOG FOOD CONTAINER'})
0.01924789708065314,frozenset({'RED SPOTTY BISCUIT TIN'})
0.019000494804552202,frozenset({'RED RETROSPOT CUP'})
0.018901533894111824,frozenset({'TRADITIONAL MODELLING CLAY'})
0.017911924789708066,frozenset({'BINGO SET'})
0.017911924789708066,frozenset({'MODERN FLORAL STATIONERY SET'})
0.017812963879267688,frozenset({'12 PENCILS SMALL TUBE RED RETROSPOT'})
0.01751608114794656,frozenset({'FAMILY ALBUM WHITE PICTURE FRAME'})
0.017318159327065808,frozenset({'BREAD BIN DINER STYLE IVORY'})
0.017318159327065808,frozenset({'LAUNDRY 15C METAL SIGN'})
0.017268678871845623,frozenset({'TEA BAG PLATE RED RETROSPOT'})
0.017169717961405245,frozenset({'ROBOT BIRTHDAY CARD'})
0.016724393864423554,frozenset({'RED RETROSPOT ROUND CAKE TINS'})
0.016674913409203365,frozenset({'ENGLISH ROSE NOTEBOOK A7 SIZE'})
0.016575952498762987,frozenset({'HEART DECORATION RUSTIC HANGING'})
0.0165264720435428,frozenset({'HANGING JAM JAR T-LIGHT HOLDER'})
0.015635823849579417,frozenset({'IVORY HANGING DECORATION  HEART'})
0.015437902028698665,frozenset({'VINTAGE CREAM CAT FOOD CONTAINER'})
0.015388421573478476,frozenset({'TEA TIME OVEN GLOVE'})
0.015338941118258289,frozenset({'CHARLIE+LOLA PINK HOT WATER BOTTLE'})
0.01479465611083622,frozenset({'RED FLORAL FELTCRAFT SHOULDER BAG'})
0.014497773379515091,frozenset({'WALL TIDY RETROSPOT'})
0.014448292924294904,frozenset({'BAG 125g SWIRLY MARBLES'})
0.014151410192973776,frozenset({'WOODEN CROQUET GARDEN SET'})
0.013953488372093023,frozenset({'TOY TIDY SPACEBOY'})
0.013607125185551707,frozenset({'WATERING CAN PINK BUNNY'})
0.013458683819891144,frozenset({'LIPSTICK PEN RED'})
0.013359722909450767,frozenset({'DOORMAT WELCOME PUPPIES'})
0.013112320633349828,frozenset({'GLASS JAR DAISY FRESH COTTON WOOL'})
0.012963879267689262,frozenset({'CARD MOTORBIKE SANTA'})
0.012666996536368134,frozenset({'HEART DECORATION WITH PEARLS'})
0.01256803562592776,frozenset({'COFFEE MUG CAT + BIRD DESIGN'})
0.01227115289460663,frozenset({'SMALL PURPLE BABUSHKA NOTEBOOK'})
0.012221672439386442,frozenset({'15CM CHRISTMAS GLASS BALL 20 LIGHTS'})
0.01202375061850569,frozenset({'SCOTTIE DOGS BABY BIB'})
0.01202375061850569,frozenset({'12 PENCILS TALL TUBE WOODLAND'})
0.011974270163285502,frozenset({'CARD CHRISTMAS VILLAGE'})
0.011924789708065315,frozenset({'FOLKART ZINC HEART CHRISTMAS DEC'})
0.011825828797624938,frozenset({'BROCADE RING PURSE'})
0.01177634834240475,frozenset({'RAIN PONCHO RETROSPOT'})
0.01177634834240475,frozenset({'CHRISTMAS PUDDING TRINKET POT'})
0.011627906976744186,frozenset({'BAG 250g SWIRLY MARBLES'})
0.011380504700643246,frozenset({'FUNKY DIVA PEN'})
0.01128154379020287,frozenset({'RED BABY BUNTING'})
0.011133102424542306,frozenset({'6 RIBBONS EMPIRE'})
0.01103414151410193,frozenset({'HEART DECORATION PAINTED ZINC'})
0.01103414151410193,frozenset({'SET OF 9 BLACK SKULL BALLOONS'})
0.010935180603661554,frozenset({'JAZZ HEARTS ADDRESS BOOK'})
0.010786739238000989,frozenset({'SET OF 3 BIRD LIGHT PINK FEATHER'})
0.010638297872340425,frozenset({'ANTIQUE SILVER TEA GLASS ETCHED'})
0.010440376051459673,frozenset({'BOHEMIAN COLLAGE STATIONERY SET'})
0.010341415141019297,frozenset({'GLASS HEART T-LIGHT HOLDER'})
0.010242454230578922,frozenset({'FRYING PAN UNION FLAG'})
0.010143493320138546,frozenset({'UNION STRIPE WITH FRINGE  HAMMOCK'})
0.010094012864918357,frozenset({'GOLD MINI TAPE MEASURE'})
0.010094012864918357,frozenset({'FLUTED ANTIQUE CANDLE HOLDER'})
0.010094012864918357,frozenset({'TOOTHPASTE TUBE PEN'})
0.010984661058881741,frozenset({'SET 12 KIDS  WHITE CHALK STICKS'})
0.019693221177634834,frozenset({'FOUR HOOK  WHITE LOVEBIRDS'})
0.018208807521029192,frozenset({'BLUE SPOT CERAMIC DRAWER KNOB'})
0.017169717961405245,frozenset({'SWEETHEART RECIPE BOOK STAND'})
0.010489856506679862,frozenset({'SMALL YELLOW BABUSHKA NOTEBOOK'})
0.011578426521523999,"frozenset({'FEATHER PEN,HOT PINK'})"
0.010984661058881741,frozenset({'DOORMAT AIRMAIL'})
0.012469074715487383,frozenset({'BREAD BIN DINER STYLE RED'})
0.011380504700643246,frozenset({'DOORMAT 3 SMILEY CATS'})
0.040920336467095496,frozenset({'PLEASE ONE PERSON METAL SIGN'})
0.020880752102919346,frozenset({'RED STRIPE CERAMIC DRAWER KNOB'})
0.016130628401781297,frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'})
0.014250371103414152,frozenset({'Manual'})
0.024492825333993072,frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'})
0.011627906976744186,frozenset({'FINE WICKER HEART'})
0.013458683819891144,frozenset({'COWBOYS AND INDIANS BIRTHDAY CARD'})
0.020633349826818408,frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE'})
0.010539336961900049,frozenset({'LIPSTICK PEN FUSCHIA'})
0.017763483424047502,frozenset({'PAINTED METAL PEARS ASSORTED'})
0.013211281543790202,frozenset({'SWALLOWS GREETING CARD'})
0.01276595744680851,frozenset({'COLOUR GLASS. STAR T-LIGHT HOLDER'})
0.012963879267689262,frozenset({'36 PENCILS TUBE SKULLS'})
0.028203859475507173,frozenset({'RED RETROSPOT SHOPPER BAG'})
0.022859970311726867,frozenset({'CHOCOLATE THIS WAY METAL SIGN'})
0.022859970311726867,frozenset({'TEA TIME PARTY BUNTING'})
0.021474517565561603,frozenset({'DOORMAT WELCOME TO OUR HOME'})
0.021474517565561603,frozenset({'PAPER CHAIN KIT EMPIRE'})
0.021474517565561603,frozenset({'AREA PATROLLED METAL SIGN'})
0.020138545274616528,frozenset({'WOODEN UNION JACK BUNTING'})
0.01929737753587333,frozenset({'PINK HAPPY BIRTHDAY BUNTING'})
0.018654131618010886,frozenset({'BLUE HAPPY BIRTHDAY BUNTING'})
0.018109846610588818,frozenset({'RED SPOT CERAMIC DRAWER KNOB'})
0.017862444334487877,frozenset({'CHILDRENS APRON APPLES DESIGN'})
0.017417120237506186,frozenset({'SET OF 36 PAISLEY FLOWER DOILIES'})
0.016674913409203365,frozenset({'PINK BABY BUNTING'})
0.01583374567046017,"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM""})"
0.014745175655616031,frozenset({'POTTING SHED TEA MUG'})
0.014646214745175655,frozenset({'FRENCH ENAMEL CANDLEHOLDER'})
0.013656605640771894,frozenset({'WOOD STAMP SET THANK YOU'})
0.013508164275111331,frozenset({'HOME SWEET HOME METAL SIGN'})
0.012617516081147946,frozenset({'PINK FLORAL FELTCRAFT SHOULDER BAG'})
0.011875309252845126,frozenset({'RED RETROSPOT CHILDRENS UMBRELLA'})
0.010984661058881741,"frozenset({""POPPY'S PLAYHOUSE BATHROOM""})"
0.010786739238000989,frozenset({'SET OF 6 3D KIT CARDS FOR KIDS'})
0.010489856506679862,frozenset({'GAOLERS KEYS DECORATIVE GARDEN'})
0.010242454230578922,frozenset({'OVEN MITT APPLES DESIGN'})
0.010192973775358733,frozenset({'BEADED CRYSTAL HEART PINK ON STICK'})
0.010143493320138546,frozenset({'ROUND CAKE TIN VINTAGE GREEN'})
0.016872835230084118,frozenset({'HOME SWEET HOME MUG'})
0.013904007916872836,frozenset({'WOODEN HAPPY BIRTHDAY GARLAND'})
0.022365165759524987,frozenset({'BAKING SET SPACEBOY DESIGN'})
0.02300841167738743,frozenset({'PARTY METAL SIGN'})
0.022216724393864424,frozenset({'MEMO BOARD RETROSPOT  DESIGN'})
0.025878278080158336,frozenset({'SPACEBOY BIRTHDAY CARD'})
0.017862444334487877,frozenset({'SET 12 KIDS COLOUR  CHALK STICKS'})
0.02558139534883721,frozenset({'WORLD WAR 2 GLIDERS ASSTD DESIGNS'})
0.011875309252845126,frozenset({'ENCHANTED BIRD COATHANGER 5 HOOK'})
0.010935180603661554,frozenset({'3 TRADITIONAl BISCUIT CUTTERS  SET'})
0.010440376051459673,frozenset({'PACK OF 12 COLOURED PENCILS'})
0.020633349826818408,frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'})
0.01756556160316675,frozenset({'WHITE SPOT BLUE CERAMIC DRAWER KNOB'})
0.017219198416625434,frozenset({'TEA PARTY BIRTHDAY CARD'})
0.016476991588322613,frozenset({'WATERING CAN BLUE ELEPHANT'})
0.012370113805047007,frozenset({'PENNY FARTHING BIRTHDAY CARD'})
0.011083621969322117,frozenset({'WATERING CAN GREEN DINOSAUR'})
0.010143493320138546,frozenset({'EMBOSSED GLASS TEALIGHT HOLDER'})
0.010737258782780802,frozenset({'FRENCH BATHROOM SIGN BLUE METAL'})
0.010192973775358733,frozenset({'FRENCH BLUE METAL DOOR SIGN 1'})
0.012815437902028699,frozenset({'PICTURE FRAME WOOD TRIPLE PORTRAIT'})
0.01004453240969817,frozenset({'GREEN POLKADOT BOWL'})
0.012617516081147946,frozenset({'ROUND CAKE TIN VINTAGE RED'})
0.01251855517070757,frozenset({'SET3 BOOK BOX GREEN GINGHAM FLOWER'})
0.013953488372093023,frozenset({'PEG BAG APPLES DESIGN'})
0.010440376051459673,frozenset({'PHOTO FRAME 3 CLASSIC HANGING'})
0.022761009401286492,frozenset({'SET/3 RED GINGHAM ROSE STORAGE BOX'})
0.014200890648193963,frozenset({'FOOD CONTAINER SET 3 LOVE HEART'})
0.013062840178129639,frozenset({'12 PENCILS TALL TUBE RED RETROSPOT'})
0.010836219693221178,frozenset({'MINI WOODEN HAPPY BIRTHDAY GARLAND'})
0.010440376051459673,frozenset({'FILIGRIS HEART WITH BUTTERFLY'})
0.033745670460168235,frozenset({'JUMBO BAG SPACEBOY DESIGN'})
0.010786739238000989,frozenset({'AIRLINE BAG VINTAGE JET SET RED'})
0.010588817417120238,frozenset({'PAINT YOUR OWN CANVAS SET'})
0.010489856506679862,frozenset({'DINOSAUR LUNCH BOX WITH CUTLERY'})
0.010390895596239486,frozenset({'CHARLIE AND LOLA FIGURES TINS'})
0.016476991588322613,frozenset({'PACK OF 20 SKULL PAPER NAPKINS'})
0.01578426521523998,frozenset({'BLUE POLKADOT BOWL'})
0.015141019297377536,frozenset({'PINK  POLKADOT CUP'})
0.01632855022266205,frozenset({'PINK POLKADOT BOWL'})
0.014992577931716973,frozenset({'MEMO BOARD COTTAGE DESIGN'})
0.011429985155863433,frozenset({'GLITTER BUTTERFLY CLIPS'})
0.010935180603661554,frozenset({'VINTAGE UNION JACK MEMOBOARD'})
0.01004453240969817,frozenset({'ENAMEL WASH BOWL CREAM'})
0.015239980207817912,"frozenset({'KEY FOB , BACK DOOR'})"
0.010341415141019297,"frozenset({'KEY FOB , FRONT  DOOR'})"
0.0235526966848095,frozenset({'RED RETROSPOT PEG BAG'})
0.010094012864918357,frozenset({'PINK POLKADOT WRAP'})
0.025432953983176645,frozenset({'ASSORTED COLOURS SILK FAN'})
0.011182582879762494,frozenset({'RED RETROSPOT BUTTER DISH'})
0.010390895596239486,frozenset({'BLUE POLKADOT WRAP'})
0.010242454230578922,frozenset({'VINTAGE KID DOLLY CARD'})
0.011083621969322117,frozenset({'CITRONELLA CANDLE GARDEN POT'})
0.010390895596239486,frozenset({'MONSTERS STENCIL CRAFT'})
0.018406729341909945,"frozenset({'KEY FOB , SHED'})"
0.013112320633349828,frozenset({'PAPER BUNTING VINTAGE PAISLEY'})
0.01603166749134092,frozenset({'BLUE POLKADOT CUP'})
0.02498762988619495,frozenset({'CREAM SWEETHEART MINI CHEST'})
0.011924789708065315,frozenset({'WRAP ENGLISH ROSE'})
0.011578426521523999,frozenset({'RED RETROSPOT SUGAR JAM BOWL'})
0.029886194952993567,frozenset({'TRADITIONAL KNITTING NANCY'})
0.01103414151410193,frozenset({'PACK OF 6 SANDCASTLE FLAGS ASSORTED'})
0.014893617021276596,frozenset({'3 HEARTS HANGING DECORATION RUSTIC'})
0.016427511133102424,frozenset({'POTTERING MUG'})
0.08193963384463138,frozenset({'PARTY BUNTING'})
0.023156853043047997,frozenset({'NATURAL SLATE CHALKBOARD LARGE'})
0.02028698664027709,frozenset({'SKULL LUNCH BOX WITH CUTLERY'})
0.01603166749134092,frozenset({'SET OF 36 TEATIME PAPER DOILIES'})
0.0152894606630381,frozenset({'SET/20 STRAWBERRY PAPER NAPKINS'})
0.025630875804057398,frozenset({'RED RETROSPOT PICNIC BAG'})
0.018109846610588818,frozenset({'PACK OF 20 NAPKINS RED APPLES'})
0.010143493320138546,frozenset({'LARGE CIRCULAR MIRROR MOBILE'})
0.021573478476001978,frozenset({'SCANDINAVIAN PAISLEY PICNIC BAG'})
0.01999010390895596,frozenset({'PINK VINTAGE PAISLEY PICNIC BAG'})
0.010341415141019297,frozenset({'ENGLISH ROSE GARDEN SECATEURS'})
0.022117763483424046,frozenset({'ZINC FOLKART SLEIGH BELLS'})
0.01202375061850569,frozenset({'MAGNETS PACK OF 4 SWALLOWS'})
0.012122711528946067,frozenset({'STRAWBERRY   PICNIC BAG'})
0.015635823849579417,frozenset({'RIBBON REEL HEARTS DESIGN'})
0.01380504700643246,frozenset({'HAPPY STENCIL CRAFT'})
0.012073231073725878,frozenset({'SMALL CHOCOLATES PINK BOWL'})
0.010588817417120238,frozenset({'SET/6 COLLAGE PAPER PLATES'})
0.03503216229589312,frozenset({'HANGING HEART JAR T-LIGHT HOLDER'})
0.014349332013854528,frozenset({'CARD SUKI BIRTHDAY'})
0.021969322117763482,frozenset({'SMALL MARSHMALLOWS PINK BOWL'})
0.013458683819891144,frozenset({'DOORMAT HOME SWEET HOME BLUE'})
0.011627906976744186,frozenset({'ROUND CONTAINER SET OF 5 RETROSPOT'})
0.010094012864918357,frozenset({'BOTTLE BAG RETROSPOT'})
0.02582879762493815,frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'})
0.011182582879762494,frozenset({'SMALL RED RETROSPOT WINDMILL'})
0.014646214745175655,frozenset({'GROW A FLYTRAP OR SUNFLOWER IN TIN'})
0.036417615042058385,frozenset({'PINK REGENCY TEACUP AND SAUCER'})
0.01627906976744186,frozenset({'RED RETROSPOT SMALL MILK JUG'})
0.010786739238000989,frozenset({'MINI CAKE STAND  HANGING STRAWBERY'})
0.06660069272637308,frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN'})
0.040227610094012864,frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'})
0.014200890648193963,frozenset({'SET OF 6 HERB TINS SKETCHBOOK'})
0.014250371103414152,frozenset({'SET OF 3 CAKE TINS SKETCHBOOK'})
0.01276595744680851,frozenset({'COFFEE MUG APPLES DESIGN'})
0.010341415141019297,frozenset({'COFFEE MUG PEARS  DESIGN'})
0.015685304304799603,frozenset({'LONDON BUS COFFEE MUG'})
0.013458683819891144,frozenset({'QUEENS GUARD COFFEE MUG'})
0.04443344878772885,frozenset({'BAKING SET 9 PIECE RETROSPOT'})
0.010984661058881741,frozenset({'WRAP ALPHABET DESIGN'})
0.010094012864918357,frozenset({'SET 3 PAPER VINTAGE CHICK PAPER EGG'})
0.011825828797624938,frozenset({'MEDIUM CERAMIC TOP STORAGE JAR'})
0.019841662543295398,frozenset({'GINGHAM HEART DECORATION'})
0.01202375061850569,frozenset({'RETROSPOT WOODEN HEART DECORATION'})
0.010786739238000989,frozenset({'HANGING HEART WITH BELL'})
0.017812963879267688,frozenset({'SET 2 PANTRY DESIGN TEA TOWELS'})
0.01375556655121227,frozenset({'PANTRY SCRUBBING BRUSH'})
0.052053438891637806,frozenset({'SET OF 4 PANTRY JELLY MOULDS'})
0.026422563087580404,frozenset({'TRAVEL CARD WALLET KEEP CALM'})
0.013706086095992083,frozenset({'TRAVEL CARD WALLET TRANSPORT'})
0.010885700148441365,frozenset({'TRAVEL CARD WALLET PANTRY'})
0.010737258782780802,frozenset({'TRAVEL CARD WALLET RETROSPOT'})
0.016922315685304303,frozenset({'REVOLVER WOODEN RULER'})
0.013112320633349828,frozenset({'GIRAFFE WOODEN RULER'})
0.020188025729836714,frozenset({'TRAVEL CARD WALLET VINTAGE TICKET'})
0.013161801088570015,frozenset({'TRAVEL CARD WALLET SUKI'})
0.010836219693221178,frozenset({'PANTRY ROLLING PIN'})
0.011924789708065315,frozenset({'TRAVEL CARD WALLET I LOVE LONDON'})
0.010984661058881741,frozenset({'TRAVEL CARD WALLET UNION JACK'})
0.020237506185056903,frozenset({'CHILDRENS CUTLERY POLKADOT PINK'})
0.013656605640771894,frozenset({'CHILDRENS CUTLERY POLKADOT BLUE'})
0.05333993072736269,frozenset({'LUNCH BAG SUKI DESIGN'})
0.03245917862444334,frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'})
0.01553686293913904,frozenset({'CHILDRENS CUTLERY RETROSPOT RED'})
0.011726867887184562,frozenset({'CHILDRENS CUTLERY POLKADOT GREEN'})
0.02127659574468085,frozenset({'TOILET SIGN OCCUPIED OR VACANT'})
0.018159327065809007,frozenset({'PANTRY WASHING UP BRUSH'})
0.012963879267689262,frozenset({'TREASURE ISLAND BOOK BOX'})
0.010687778327560614,frozenset({'ABC TREASURE BOOK BOX'})
0.01004453240969817,frozenset({'PANTRY PASTRY BRUSH'})
0.013112320633349828,frozenset({'FELTCRAFT GIRL AMELIE KIT'})
0.013409203364670955,frozenset({'RECYCLED ACAPULCO MAT TURQUOISE'})
0.012914398812469075,frozenset({'BULL DOG BOTTLE OPENER'})
0.03369619000494804,frozenset({'ANTIQUE SILVER T-LIGHT GLASS'})
0.01677387431964374,frozenset({'DOUGHNUT LIP GLOSS'})
0.013458683819891144,frozenset({'ICE CREAM SUNDAE LIP GLOSS'})
0.012370113805047007,frozenset({'ICE CREAM PEN LIP GLOSS'})
0.018505690252350323,frozenset({'OPEN CLOSED METAL SIGN'})
0.011380504700643246,frozenset({'SET OF 4 JAM JAR MAGNETS'})
0.010786739238000989,frozenset({'SET OF 5 PANCAKE DAY MAGNETS'})
0.01004453240969817,frozenset({'SET OF 5 MINI GROCERY MAGNETS'})
0.01251855517070757,frozenset({'SET OF 5 LUCKY CAT MAGNETS'})
0.01751608114794656,frozenset({'CHILDRENS CUTLERY SPACEBOY'})
0.014101929737753587,frozenset({'CHILDRENS CUTLERY DOLLY GIRL'})
0.050569025235032164,frozenset({'LUNCH BAG APPLE DESIGN'})
0.04769915883226126,frozenset({'JUMBO BAG APPLES'})
0.0437902028698664,frozenset({'JUMBO BAG ALPHABET'})
0.03582384957941613,frozenset({'LUNCH BAG ALPHABET DESIGN'})
0.028649183572488867,frozenset({'CHARLOTTE BAG APPLES DESIGN'})
0.021721919841662544,frozenset({'CHARLOTTE BAG VINTAGE ALPHABET'})
0.032607619990103906,frozenset({'LUNCH BAG VINTAGE LEAF DESIGN'})
0.010935180603661554,frozenset({'TRIPLE HOOK ANTIQUE IVORY ROSE'})
0.012716476991588323,frozenset({'SINGLE ANTIQUE ROSE HOOK IVORY'})
0.011825828797624938,frozenset({'MINIATURE ANTIQUE ROSE HOOK IVORY'})
0.013260761999010391,frozenset({'ZINC T-LIGHT HOLDER STARS SMALL'})
0.035625927758535375,frozenset({'DOORMAT KEEP CALM AND COME IN'})
0.05512122711528946,frozenset({'SPOTTY BUNTING'})
0.04245423057892132,frozenset({'JUMBO BAG VINTAGE LEAF'})
0.028995546759030183,frozenset({'JUMBO BAG PEARS'})
0.025235032162295893,frozenset({'JUMBO BAG DOILEY PATTERNS'})
0.02404750123701138,frozenset({'LUNCH BAG DOILEY PATTERN'})
0.013359722909450767,frozenset({'BUNDLE OF 3 RETRO NOTE BOOKS'})
0.016575952498762987,frozenset({'BUNDLE OF 3 ALPHABET EXERCISE BOOKS'})
0.02058386937159822,frozenset({'REGENCY TEA PLATE ROSES'})
0.019495299356754082,frozenset({'REGENCY TEAPOT ROSES'})
0.01756556160316675,frozenset({'REGENCY TEA PLATE GREEN'})
0.014893617021276596,frozenset({'REGENCY MILK JUG PINK'})
0.014547253834735279,frozenset({'REGENCY SUGAR BOWL GREEN'})
0.013953488372093023,frozenset({'REGENCY TEA PLATE PINK'})
0.048441365660564076,frozenset({'RABBIT NIGHT LIGHT'})
0.012122711528946067,frozenset({'PARISIENNE JEWELLERY DRAWER'})
0.017664522513607124,frozenset({'SET OF 10 LED DOLLY LIGHTS'})
0.012320633349826818,frozenset({'RED METAL BOX TOP SECRET'})
0.011924789708065315,frozenset({'PARISIENNE KEY CABINET'})
0.014448292924294904,frozenset({'SET 6 PAPER TABLE LANTERN HEARTS'})
0.012617516081147946,frozenset({'SILVER BELLS TABLE DECORATION'})
0.011479465611083622,frozenset({'PARISIENNE CURIO CABINET'})
0.011232063334982683,frozenset({'SMALL CERAMIC TOP STORAGE JAR'})
0.013508164275111331,frozenset({'LARGE CERAMIC TOP STORAGE JAR'})
0.01029193468579911,frozenset({'SILVER STARS TABLE DECORATION'})
0.01103414151410193,frozenset({'GLASS BON BON JAR'})
0.014448292924294904,frozenset({'CLASSIC GLASS COOKIE JAR'})
0.015487382483918852,frozenset({'CLASSIC CAFE SUGAR DISPENSER'})
0.01756556160316675,frozenset({'JINGLE BELL HEART DECORATION'})
0.011825828797624938,frozenset({'SET 6 PAPER TABLE LANTERN STARS'})
0.04477981197427016,frozenset({'GARDENERS KNEELING PAD KEEP CALM'})
0.03730826323602177,frozenset({'GARDENERS KNEELING PAD CUP OF TEA'})
0.011083621969322117,frozenset({'KNEELING MAT HOUSEWORK  DESIGN'})
0.010390895596239486,frozenset({'JINGLE BELL HEART ANTIQUE SILVER'})
0.015883226125680355,frozenset({'SET OF 3 HANGING OWLS OLLIE BEAK'})
0.021721919841662544,frozenset({'SET OF 3 WOODEN HEART DECORATIONS'})
0.020138545274616528,frozenset({'SET OF 60 I LOVE LONDON CAKE CASES'})
0.029935675408213756,frozenset({'SET OF 60 PANTRY DESIGN CAKE CASES'})
0.011479465611083622,frozenset({'SET OF 36 DOILIES PANTRY DESIGN'})
0.018109846610588818,frozenset({'SET OF 60 VINTAGE LEAF CAKE CASES'})
0.013458683819891144,frozenset({'SET OF 4 KNICK KNACK TINS LONDON'})
0.022216724393864424,frozenset({'SET OF TEA COFFEE SUGAR TINS PANTRY'})
0.04121721919841662,frozenset({'SET OF 3 REGENCY CAKE TINS'})
0.01756556160316675,frozenset({'TREASURE TIN GYMKHANA DESIGN'})
0.01029193468579911,frozenset({'TREASURE TIN BUFFALO BILL'})
0.01504205838693716,"frozenset({""BISCUIT TIN 50'S CHRISTMAS""})"
0.011875309252845126,frozenset({'BUBBLEGUM RING ASSORTED'})
0.03087580405739733,frozenset({'SMALL WHITE HEART OF WICKER'})
0.015388421573478476,frozenset({'SET OF 3 WOODEN STOCKING DECORATION'})
0.014299851558634339,frozenset({'SET OF 3 WOODEN SLEIGH DECORATIONS'})
0.014151410192973776,frozenset({'SET OF 3 WOODEN TREE DECORATIONS'})
0.038446313706086095,frozenset({'POPCORN HOLDER'})
0.027461652647204356,frozenset({'LARGE WHITE HEART OF WICKER'})
0.010786739238000989,frozenset({'BLUE VINTAGE SPOT BEAKER'})
0.023255813953488372,frozenset({'JUMBO BAG VINTAGE CHRISTMAS'})
0.012815437902028699,frozenset({'CHRISTMAS STAR WISH LIST CHALKBOARD'})
0.010390895596239486,frozenset({'SPACEBOY CHILDRENS BOWL'})
0.011974270163285502,frozenset({'VINTAGE DONKEY TAIL GAME'})
0.01355764473033152,frozenset({'BISCUIT TIN VINTAGE CHRISTMAS'})
0.011974270163285502,frozenset({'GLASS APOTHECARY BOTTLE PERFUME'})
0.010341415141019297,frozenset({'GLASS APOTHECARY BOTTLE ELIXIR'})
0.010786739238000989,frozenset({'GLASS APOTHECARY BOTTLE TONIC'})
0.035081642751113314,"frozenset({""JUMBO BAG 50'S CHRISTMAS""})"
0.010539336961900049,frozenset({'SPACEBOY CHILDRENS CUP'})
0.022662048490846114,frozenset({'PANTRY MAGNETIC  SHOPPING LIST'})
0.011726867887184562,frozenset({'SKETCHBOOK MAGNETIC SHOPPING LIST'})
0.014448292924294904,frozenset({'WHITE WICKER STAR'})
0.018357248886689756,frozenset({'BOX OF 6 MINI VINTAGE CRACKERS'})
0.015932706580900544,"frozenset({""GIANT 50'S CHRISTMAS CRACKER""})"
0.013310242454230578,frozenset({'VINTAGE LEAF MAGNETIC NOTEPAD'})
0.019643740722414645,"frozenset({""BOX OF 6 MINI 50'S CRACKERS""})"
0.01954477981197427,frozenset({'VINTAGE CHRISTMAS BUNTING'})
0.02657100445324097,frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'})
0.021523998020781792,frozenset({'SET OF 12 MINI LOAF BAKING CASES'})
0.018159327065809007,frozenset({'SET OF 6 TEA TIME BAKING CASES'})
0.016872835230084118,frozenset({'SET OF 6 SNACK LOAF BAKING CASES'})
0.0165264720435428,frozenset({'VINTAGE CHRISTMAS STOCKING'})
0.010440376051459673,frozenset({'VINTAGE CHRISTMAS GIFT SACK'})
0.011479465611083622,frozenset({'SPACEBOY MINI BACKPACK'})
0.010242454230578922,frozenset({'FOOT STOOL HOME SWEET HOME'})
0.011380504700643246,frozenset({'DECORATIVE WICKER HEART LARGE'})
